Hotel,IsCanceled,LeadTime,ArrivalDateMonth,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
5631,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5632,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5633,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5634,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,2,No Deposit,87,Transient-Party,65.0,0,0
5635,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,75.0,0,0
5636,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,3,No Deposit,87,Transient-Party,75.0,0,0
5638,City Hotel,0,140,11,18,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,87,Transient-Party,75.0,0,0
5639,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5640,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5641,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5642,City Hotel,1,140,11,18,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,87,Transient-Party,75.0,0,0
5643,City Hotel,0,140,11,18,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,87,Transient-Party,75.0,0,0
5644,City Hotel,0,140,11,18,0,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,No Deposit,87,Transient-Party,75.0,0,1
5645,City Hotel,0,140,11,18,0,3,1,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,65.0,0,0
5646,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,75.0,0,0
5647,City Hotel,0,140,11,18,0,4,1,0.0,0,BB,PRT,Groups,0,0,0,A,3,No Deposit,87,Transient-Party,65.0,0,0
5648,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,2,No Deposit,87,Transient-Party,75.0,0,0
5649,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,LUX,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,75.0,0,0
5651,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,75.0,0,0
5652,City Hotel,0,140,11,18,0,4,2,0.0,0,BB,PRT,Groups,0,0,0,A,1,No Deposit,87,Transient-Party,75.0,0,0
5919,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5920,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5921,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5922,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5924,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5925,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5926,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5927,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5929,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5930,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5931,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5932,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5933,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5934,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5935,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5936,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5938,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5939,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5940,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5943,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5944,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5945,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5946,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5947,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
5948,City Hotel,1,134,12,4,2,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,65.0,0,0
6017,City Hotel,0,110,12,9,0,1,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,1,No Deposit,69,Transient-Party,70.0,0,0
6018,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6019,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6020,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6021,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6022,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6023,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6024,City Hotel,1,106,12,9,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,70.0,0,0
6025,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6026,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6027,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6028,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6029,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6030,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6031,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6032,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6033,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6034,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6035,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6036,City Hotel,1,106,12,9,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,70.0,0,0
6037,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6038,City Hotel,1,106,12,9,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,70.0,0,0
6039,City Hotel,1,106,12,9,0,2,1,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,70.0,0,0
6040,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6041,City Hotel,1,106,12,9,0,2,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,57,Transient,75.0,0,0
6042,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6043,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6044,City Hotel,1,110,12,9,0,4,2,2.0,0,BB,PRT,Offline TA/TO,0,0,0,G,1,No Deposit,69,Transient-Party,113.5,0,0
6045,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,1
6046,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6047,City Hotel,0,110,12,9,0,4,3,1.0,0,BB,FRA,Offline TA/TO,0,0,0,G,3,No Deposit,69,Transient-Party,139.5,0,1
6048,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6049,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6050,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6051,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6052,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6053,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6054,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6055,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,1
6056,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6057,City Hotel,0,110,12,9,0,4,2,0.0,0,BB,FRA,Offline TA/TO,0,0,0,A,0,No Deposit,69,Transient-Party,70.0,0,0
6221,City Hotel,1,146,12,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,85.0,0,0
6222,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6224,City Hotel,0,146,12,29,0,3,1,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,1,No Deposit,99,Transient-Party,65.0,0,0
6225,City Hotel,1,146,12,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,85.0,0,0
6226,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6227,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,37.5,0,0
6228,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6230,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6231,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6232,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6235,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6236,City Hotel,1,146,12,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,85.0,0,0
6238,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6242,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6243,City Hotel,0,146,12,29,0,3,2,0.0,0,BB,AUT,Offline TA/TO,0,0,0,A,0,No Deposit,99,Transient-Party,75.0,0,0
6244,City Hotel,0,159,12,29,0,4,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,111,Transient-Party,70.5,0,0
6245,City Hotel,0,159,12,29,0,4,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,111,Transient-Party,70.5,0,0
6246,City Hotel,0,159,12,29,0,4,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,111,Transient-Party,70.5,0,0
6247,City Hotel,0,159,12,29,0,4,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,1,No Deposit,111,Transient-Party,70.5,0,0
6251,City Hotel,0,159,12,29,0,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,1,No Deposit,111,Transient-Party,70.5,0,0
6284,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6285,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,130.67,0,0
6287,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6289,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6290,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6291,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6292,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6293,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6294,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6296,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6297,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,ITA,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6298,City Hotel,0,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.67,0,0
6299,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6300,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6301,City Hotel,1,160,12,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,No Deposit,111,Transient-Party,70.0,0,0
6306,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6307,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6308,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6310,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6311,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6312,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6313,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6314,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6315,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6316,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6317,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6318,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6319,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6320,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6321,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6322,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6324,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6325,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6326,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6327,City Hotel,1,148,12,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,79,Transient,67.0,0,0
6342,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6343,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6344,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6345,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6346,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6347,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6348,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6349,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6350,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6351,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6353,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6354,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6355,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6356,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6358,City Hotel,1,148,12,31,1,3,2,0.0,0,BB,PRT,Groups,0,0,0,A,0,Non Refund,98,Transient,77.5,0,0
6381,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6383,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6384,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6385,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6386,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6387,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6391,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6393,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6394,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6395,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6396,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6399,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6400,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6401,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6402,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6403,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6404,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6405,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6406,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6407,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6408,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6410,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6411,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6412,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6413,City Hotel,1,150,1,2,2,1,2,0.0,0,HB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,91,Transient,101.0,0,0
6424,City Hotel,1,145,1,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,85,Transient,65.0,0,0
6432,City Hotel,1,145,1,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,85,Transient,65.0,0,0
6433,City Hotel,1,145,1,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,85,Transient,65.0,0,0
6435,City Hotel,1,145,1,3,2,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,0,A,0,Non Refund,85,Transient,65.0,0,0
